c_classid;c_instanceid;c_price;c_offers;c_popularity;c_rarity;c_quality;c_heroid;c_slot;c_market_name;c_name_color;c_pop
1355676834;188530139;34800;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1003
1355680686;188530139;11000;1;5;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;618
1355695057;188530139;14500;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Картель (Немного поношенное)";D2D2D2;1000
1355704124;188530139;7500;1;2;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;920
1355760950;188530170;22900;1;2;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (После полевых испытаний)";CF6A32;1105
1355786477;188530139;11000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;536
1355804213;188530139;72900;1;8;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Аквамариновая месть (Закаленное в боях)";D2D2D2;1024
1355804429;188530139;9000;2;2;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;590
1355833391;0;6900;1;0;"Промышленное качество";"Прямо с завода";19;Обыч.;"Dual Berettas | Патина (Прямо с завода)";D2D2D2;1000
1355853843;188530139;113500;2;0;Тайное;"После полевых испытаний";19;Обыч.;"P2000 | Огненный элементаль (После полевых испытаний)";D2D2D2;527
1355860913;188530139;1613;1;0;"Армейское качество";"Немного поношенное";47;Обыч.;"SSG 08 | Пучина (Немного поношенное)";D2D2D2;1000
1355910781;188530139;42900;1;0;Тайное;"После полевых испытаний";3;Обыч.;"P90 | Азимов (После полевых испытаний)";D2D2D2;958
1355911261;188530139;10000;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;518
1355935546;188530139;9700;1;0;Запрещенное;Поношенное;47;Обыч.;"AWP | Бог червей (Поношенное)";D2D2D2;724
1355971551;188530139;8500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A4 | Злобный дайме (После полевых испытаний)";D2D2D2;494
1355991628;188530139;9200;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1356132975;188530139;9500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1356139680;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;786
1356161845;480085569;19650;3;0;Запрещенное;"Прямо с завода";3;Обыч.;"MP9 | Железная роза (Прямо с завода)";D2D2D2;558
1356162021;188530139;157000;1;3;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Вулкан (После полевых испытаний)";D2D2D2;1172
1356170061;480085569;33000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1083
1356183437;188530139;46000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;798
1356221755;188530139;15999;1;0;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;575
1356249690;188530139;49900;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1000
1356281636;188530139;4500;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;549
1356286305;0;2000;1;1;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;455
1356311700;0;1500;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1356325535;188530139;28000;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Glock-18 | Водяной (Немного поношенное)";D2D2D2;1000
1356350750;188530139;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;805
1356351904;188530248;1500000;1;0;"Армейское качество";"Немного поношенное";47;StatTrak™;"StatTrak™ SSG 08 | Пучина (Немного поношенное)";CF6A32;5
1356375817;188530139;20000;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"P250 | Wingshot (После полевых испытаний)";D2D2D2;198
1356397709;188530139;13500;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Картель (Немного поношенное)";D2D2D2;1000
1356415394;0;4630;1;0;"Армейское качество";"Прямо с завода";17;Обыч.;"M4A1-S | Смешанный камуфляж (Прямо с завода)";D2D2D2;1000
1356429053;480085569;34000;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"M4A1-S | Атомный сплав (Немного поношенное)";D2D2D2;1081
1356452719;188530139;499000;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Ягуар (Немного поношенное)";D2D2D2;230
1356477324;0;2000;2;0;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;424
1356490408;188530139;30000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1356497687;188530170;129900;1;1;Засекреченное;"После полевых испытаний";17;StatTrak™;"StatTrak™ AK-47 | Красная линия (После полевых испытаний)";CF6A32;1186
1356510115;188530139;242462;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Азимов (После полевых испытаний)";D2D2D2;1355
1356512582;188530139;9000;1;2;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;703
1356522419;188530139;20000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"Galil AR | Эко (После полевых испытаний)";D2D2D2;485
1356539069;188530139;38500;1;1;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1045
1356542175;188530139;14000;1;3;Запрещенное;"Прямо с завода";47;Обыч.;"AWP | Бог червей (Прямо с завода)";D2D2D2;651
1356560644;188530139;3600;1;4;"Армейское качество";Поношенное;17;Обыч.;"AK-47 | Элитное снаряжение (Поношенное)";D2D2D2;353
1356572489;302028390;10200000;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | История о драконе (Прямо с завода)";D2D2D2;1000
1356580624;188530139;13500;1;0;Засекреченное;"Немного поношенное";17;Обыч.;"AK-47 | Картель (Немного поношенное)";D2D2D2;1000
1356587205;188530139;11000;1;0;"Армейское качество";"Закаленное в боях";17;Обыч.;"AK-47 | Элитное снаряжение (Закаленное в боях)";D2D2D2;110
1356601964;188530139;32588;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Кайман (Немного поношенное)";D2D2D2;813
1356616647;480085569;189000;1;1;Тайное;"После полевых испытаний";17;Обыч.;"M4A1-S | Скоростной зверь (После полевых испытаний)";D2D2D2;647
1356619040;0;5000;1;0;"Армейское качество";"Немного поношенное";19;Обыч.;"Desert Eagle | Метеорит (Немного поношенное)";D2D2D2;355
1356651900;519977179;290000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Пламя (Прямо с завода)";D2D2D2;909
1356679784;480085569;180000;1;1;Тайное;"После полевых испытаний";17;Обыч.;"AK-47 | Вулкан (После полевых испытаний)";D2D2D2;1003
1356685720;188530139;75000;1;0;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;1099
1356709979;188530139;7500;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;888
1356760033;188530139;310000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Азимов (После полевых испытаний)";D2D2D2;935
1356816226;188530139;9000;2;5;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;665
1356857408;302028390;25000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Нитро (После полевых испытаний)";D2D2D2;320
1356981025;0;6900;1;0;Ширпотреб;"После полевых испытаний";19;Обыч.;"Tec-9 | Пиксельный камуфляж «Город» (После полевых испытаний)";D2D2D2;1000
1357025539;188530139;8500;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;605
1357094105;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Призраки (После полевых испытаний)";D2D2D2;69
1357110137;188530139;8700;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Василиск (Немного поношенное)";D2D2D2;1000
1357131816;0;4000;1;0;Запрещенное;Поношенное;49;Обыч.;"MAG-7 | Бульдозер (Поношенное)";D2D2D2;1000
1357175998;480085569;35000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1016
1357230596;188530139;75000;1;0;Тайное;"Немного поношенное";47;Обыч.;"AWP | Боец (Немного поношенное)";D2D2D2;1000
1357299092;188530170;6000;1;0;"Армейское качество";"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Бронзовая декорация (Немного поношенное)";CF6A32;891
1357341870;480085569;7490;1;1;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;923
1357399433;188530170;8486;1;0;"Армейское качество";"Прямо с завода";49;StatTrak™;"StatTrak™ MAG-7 | Райский страж (Прямо с завода)";CF6A32;328
1357407086;188530139;29995;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Glock-18 | Водяной (Немного поношенное)";D2D2D2;984
1357501093;188530139;6300;2;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"AK-47 | Элитное снаряжение (После полевых испытаний)";D2D2D2;237
1357525037;0;2000;2;1;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;424
1357544212;188530139;16900;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;645
1357550591;188530139;10340;1;0;Запрещенное;"Прямо с завода";49;Обыч.;"Nova | Графит (Прямо с завода)";D2D2D2;628
1357665391;188530139;10500;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1357678723;480085569;10000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1357690746;188530139;11000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;537
1357696013;480085569;9000;1;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;656
1357710212;480085569;1990;1;0;"Промышленное качество";"После полевых испытаний";3;Обыч.;"P90 | Ясень (После полевых испытаний)";D2D2D2;101
1357713936;188530139;70000;1;1;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;907
1357753869;188530139;15000;1;1;Засекреченное;"После полевых испытаний";17;Обыч.;"Galil AR | Эко (После полевых испытаний)";D2D2D2;700
1357765968;188530139;6000;1;0;Запрещенное;"Немного поношенное";19;Обыч.;"P250 | Сверхновая (Немного поношенное)";D2D2D2;1000
1357778423;480085569;341702;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"AK-47 | Поверхностная закалка (Прямо с завода)";D2D2D2;1207
1357781532;480085569;119000;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | БАХ (Немного поношенное)";D2D2D2;1256
1357823966;0;25000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Нитро (После полевых испытаний)";D2D2D2;314
1357837777;188530139;7800;1;0;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;1000
1357840900;0;1590000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Glock-18 | Градиент (Прямо с завода)";D2D2D2;1309
1357849995;302028390;3000;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;154
1357883234;480085569;77200;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Снежная буря (После полевых испытаний)";D2D2D2;1073
1357884788;188530326;145000;1;0;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ Glock-18 | Татуировка дракона (Прямо с завода)";CF6A32;1000
1357906126;480085569;8400;1;0;"Промышленное качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Ночная буря (После полевых испытаний)";D2D2D2;1000
1357913962;480085569;2000;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1358024917;188530139;26400;1;0;Тайное;"Закаленное в боях";3;Обыч.;"P90 | Азимов (Закаленное в боях)";D2D2D2;1000
1358046006;302028390;1990;1;1;"Промышленное качество";"После полевых испытаний";47;Обыч.;"AWP | Африканская сетка (После полевых испытаний)";D2D2D2;455
1358144275;188530139;350100;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Вулкан (Немного поношенное)";D2D2D2;947
1358152863;480085569;29400;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;1000
1358186330;480085569;11490;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"Galil AR | Невозмутимость (После полевых испытаний)";D2D2D2;327
1358206059;188530139;9000;1;2;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;555
1358254461;480085569;70900;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Frontside Misty (После полевых испытаний)";D2D2D2;1130
1358446008;188773968;6000;5;0;"Армейское качество";"После полевых испытаний";3;StatTrak™;"StatTrak™ P90 | Элитное снаряжение (После полевых испытаний)";CF6A32;1000
1358457712;188530139;24800;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"FAMAS | Остаточное изображение (После полевых испытаний)";D2D2D2;1000
1358578700;188530139;30700;1;0;Тайное;"Немного поношенное";49;Обыч.;"Sawed-Off | Кракен (Немного поношенное)";D2D2D2;824
1358614560;480085569;78210;1;0;Засекреченное;"Прямо с завода";19;Обыч.;"USP-S | Орион (Прямо с завода)";D2D2D2;1067
1358623121;188530139;1599900;1;0;Тайное;"Прямо с завода";365;★;"★ Нож-бабочка | Градиент (Прямо с завода)";8650AC;1000
1358633418;188530139;70000;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"M4A1-S | Атомный сплав (Прямо с завода)";D2D2D2;1154
1358638287;188530139;9500;1;2;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;605
1358665316;188530139;84900;1;2;Тайное;"Закаленное в боях";17;Обыч.;"M4A1-S | Скоростной зверь (Закаленное в боях)";D2D2D2;854
1358687459;480085569;11500;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;561
1358708666;188530139;60000;1;0;Засекреченное;"Закаленное в боях";17;Обыч.;"AK-47 | Снежная буря (Закаленное в боях)";D2D2D2;1000
1358742416;480085569;8700;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A1-S | Василиск (Немного поношенное)";D2D2D2;1000
1358812454;480085569;298000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Пламя (Прямо с завода)";D2D2D2;870
1358859304;188530139;128839;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Скоростной зверь (Поношенное)";D2D2D2;1303
1358892025;188530170;82900;1;1;Засекреченное;"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Водяной (После полевых испытаний)";CF6A32;1301
1358920029;188530139;299000;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Аквамариновая месть (Немного поношенное)";D2D2D2;758
1358966456;480085569;7701;1;0;Запрещенное;"Немного поношенное";17;Обыч.;"M4A4 | Злобный дайме (Немного поношенное)";D2D2D2;1000
1358991681;188530139;75000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;432
1359048548;188530139;10000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;1000
1359079057;188530139;19900;1;0;Засекреченное;"Закаленное в боях";19;Обыч.;"Glock-18 | Водяной (Закаленное в боях)";D2D2D2;815
1359094014;188530139;11000;1;7;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;544
1359100369;902658099;59900;1;0;Запрещенное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A4 | Злобный дайме (Немного поношенное)";CF6A32;1000
1359163953;188530139;75000;2;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Снежная буря (После полевых испытаний)";D2D2D2;1010
1359209197;188530139;9000;1;2;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;647
1359225584;188530139;8990;2;1;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;722
1359235877;480085569;15000;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;800
1359267032;480085569;33250;1;0;"Промышленное качество";"Немного поношенное";47;Обыч.;"AWP | Солнце в знаке Льва (Немного поношенное)";D2D2D2;1000
1359333558;188530139;129000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Frontside Misty (После полевых испытаний)";D2D2D2;612
1359333558;480085569;149000;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Снежная буря (После полевых испытаний)";D2D2D2;492
1359371886;188530139;6900;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Glock-18 | Призраки (После полевых испытаний)";D2D2D2;67
1359384475;302028390;11273352;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | История о драконе (Прямо с завода)";D2D2D2;1000
1359396245;0;1990;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1359421167;188530139;320000;1;0;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Вулкан (Немного поношенное)";D2D2D2;1027
1359427442;188530139;210000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;1071
1359450289;302028390;25000;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Гадюка (Немного поношенное)";D2D2D2;477
1359467148;302028390;6300;2;0;Запрещенное;"Прямо с завода";19;Обыч.;"Dual Berettas | Синий кварц (Прямо с завода)";D2D2D2;310
1359509835;188530139;78900;1;7;Тайное;"Закаленное в боях";17;Обыч.;"AK-47 | Аквамариновая месть (Закаленное в боях)";D2D2D2;963
1359520961;0;9600;1;0;Запрещенное;Поношенное;17;Обыч.;"AK-47 | Изумрудные завитки (Поношенное)";D2D2D2;707
1359639971;902658099;320000;1;0;Тайное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A1-S | Скоростной зверь (После полевых испытаний)";CF6A32;1302
1359764593;188530170;117325;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ Desert Eagle | Кровавая паутина (Немного поношенное)";CF6A32;1258
1359828297;188530139;1000000;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Five-SeveN | Городская опасность (После полевых испытаний)";D2D2D2;3
1359905609;302028390;12360;1;0;Ширпотреб;"Прямо с завода";19;Обыч.;"Tec-9 | Бамбуковые заросли (Прямо с завода)";D2D2D2;416
1359986175;188530139;36000;1;2;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Красная линия (После полевых испытаний)";D2D2D2;958
1360177600;0;2000;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1360196082;480085569;46719;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;1000
1360213565;902658099;11590;2;0;Запрещенное;"После полевых испытаний";19;StatTrak™;"StatTrak™ CZ75-Auto | Поул-позиция (После полевых испытаний)";CF6A32;407
1360245724;302028390;890000;1;0;Запрещенное;"Прямо с завода";17;Обыч.;"M4A1-S | Падение Икара (Прямо с завода)";D2D2D2;927
1360287070;188530170;19900;1;1;"Армейское качество";"После полевых испытаний";19;StatTrak™;"StatTrak™ Glock-18 | Синяя трещина (После полевых испытаний)";CF6A32;958
1360407239;188530139;59000;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Красная линия (После полевых испытаний)";D2D2D2;1000
1360430513;480085569;280000;1;0;Тайное;"После полевых испытаний";47;Обыч.;"AWP | Скоростной зверь (После полевых испытаний)";D2D2D2;786
1360537406;188530139;10000;1;2;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;606
1360580626;188530139;20000;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;1000
1360683766;188530139;3350;1;0;"Армейское качество";"После полевых испытаний";17;Обыч.;"FAMAS | Выживший (После полевых испытаний)";D2D2D2;159
1360685913;188530139;13300;1;0;Тайное;"После полевых испытаний";17;Обыч.;"M4A4 | Пустынная атака (После полевых испытаний)";D2D2D2;1000
1360696498;188530139;115096;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Снежная буря (После полевых испытаний)";D2D2D2;670
1360727086;188530139;12220;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;573
1360760479;480085569;46719;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;1000
1360891780;188530139;64600;1;0;Засекреченное;"После полевых испытаний";19;Обыч.;"USP-S | Орион (После полевых испытаний)";D2D2D2;896
1360902315;188530139;440000;1;0;Тайное;"Прямо с завода";47;Обыч.;"AWP | Удар молнии (Прямо с завода)";D2D2D2;754
1360904467;480085569;11500;1;0;Запрещенное;"Немного поношенное";47;Обыч.;"AWP | Бог червей (Немного поношенное)";D2D2D2;513
1360935476;0;3990;1;2;"Промышленное качество";"Немного поношенное";19;Обыч.;"USP-S | Лесные листья (Немного поношенное)";D2D2D2;125
1361043981;480086751;15000;1;0;Запрещенное;"Немного поношенное";19;StatTrak™;"StatTrak™ P250 | Сверхновая (Немного поношенное)";CF6A32;1000
1361062611;188530139;10410;1;1;Запрещенное;"После полевых испытаний";17;Обыч.;"AK-47 | Синий ламинат (После полевых испытаний)";D2D2D2;1005
1361118482;188530333;28000;1;0;Запрещенное;"После полевых испытаний";17;StatTrak™;"StatTrak™ M4A4 | Злобный дайме (После полевых испытаний)";CF6A32;1051
1361146047;480085569;36800;1;0;Засекреченное;"Немного поношенное";47;Обыч.;"AWP | Кортисейра (Немного поношенное)";D2D2D2;1000
1361168233;188530170;27899;1;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Немного поношенное)";CF6A32;888
1361326950;0;4000;1;0;"Промышленное качество";"Немного поношенное";47;Обыч.;"AWP | Африканская сетка (Немного поношенное)";D2D2D2;583
1361407319;188530139;3800;1;0;Запрещенное;"После полевых испытаний";19;Обыч.;"USP-S | Страж (После полевых испытаний)";D2D2D2;787
1361487368;188530170;7780;1;0;"Армейское качество";"Закаленное в боях";47;StatTrak™;"StatTrak™ SSG 08 | Пучина (Закаленное в боях)";CF6A32;314
1361506245;480085569;341702;1;0;Засекреченное;"Прямо с завода";17;Обыч.;"AK-47 | Поверхностная закалка (Прямо с завода)";D2D2D2;1207
1361686642;188530139;88000;1;0;Засекреченное;"После полевых испытаний";47;Обыч.;"AWP | Кортисейра (После полевых испытаний)";D2D2D2;420
1361707477;188530139;107900;1;2;Тайное;"Немного поношенное";17;Обыч.;"M4A1-S | Сайрекс (Немного поношенное)";D2D2D2;1040
1361754771;302028390;1777;1;0;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;1000
1361819831;302028390;51000;1;0;"Армейское качество";"Прямо с завода";3;Обыч.;"MAC-10 | Градиент (Прямо с завода)";D2D2D2;693
1361920989;0;6300;1;0;"Промышленное качество";"Прямо с завода";47;Обыч.;"SCAR-20 | Углепластик (Прямо с завода)";D2D2D2;46
1361928478;480085569;2880;1;1;"Промышленное качество";Поношенное;17;Обыч.;"AK-47 | Африканская сетка (Поношенное)";D2D2D2;244
1361976466;188530170;137750;1;0;Засекреченное;"Немного поношенное";17;StatTrak™;"StatTrak™ M4A4 | 龍王 (Король драконов) (Немного поношенное)";CF6A32;1278
1362063194;188530139;8500;1;2;Запрещенное;"После полевых испытаний";47;Обыч.;"AWP | Бог червей (После полевых испытаний)";D2D2D2;649
1362091016;188530139;30000;1;0;Запрещенное;Поношенное;19;Обыч.;"USP-S | Камуфляж (Поношенное)";D2D2D2;759
1362104801;480085569;265000;1;0;Запрещенное;"Прямо с завода";19;Обыч.;"Desert Eagle | Пламя (Прямо с завода)";D2D2D2;1000
1362172550;480085569;64600;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"USP-S | Орион (Немного поношенное)";D2D2D2;890
1362182883;188530139;6900;1;0;"Армейское качество";Поношенное;3;Обыч.;"UMP-45 | Лабиринт (Поношенное)";D2D2D2;85
1362194325;902658099;30300;1;0;Запрещенное;"Прямо с завода";19;StatTrak™;"StatTrak™ USP-S | Страж (Прямо с завода)";CF6A32;1081
1362224335;188530139;1700;1;0;"Армейское качество";Поношенное;47;Обыч.;"SSG 08 | Пучина (Поношенное)";D2D2D2;1000
1362240747;188530139;3330;1;2;"Армейское качество";"Немного поношенное";17;Обыч.;"FAMAS | Выживший (Немного поношенное)";D2D2D2;278
1362241406;480085569;139900;1;3;Тайное;"Немного поношенное";17;Обыч.;"AK-47 | Пустынный повстанец (Немного поношенное)";D2D2D2;1141
1362259955;302028390;2000;1;1;"Промышленное качество";"После полевых испытаний";17;Обыч.;"AK-47 | Африканская сетка (После полевых испытаний)";D2D2D2;211
1362264894;188530139;115096;1;0;Засекреченное;"После полевых испытаний";17;Обыч.;"AK-47 | Frontside Misty (После полевых испытаний)";D2D2D2;659
1362275446;188530139;3024;1;0;"Армейское качество";"После полевых испытаний";19;Обыч.;"Desert Eagle | Бронзовая декорация (После полевых испытаний)";D2D2D2;1000
1362298801;188530139;199900;1;0;Тайное;Поношенное;47;Обыч.;"AWP | Азимов (Поношенное)";D2D2D2;1183
1362356994;188530139;8136;1;0;Запрещенное;"После полевых испытаний";17;Обыч.;"M4A1-S | Василиск (После полевых испытаний)";D2D2D2;1000
1362384114;188530170;28000;1;0;"Армейское качество";"Немного поношенное";17;StatTrak™;"StatTrak™ AK-47 | Элитное снаряжение (Немного поношенное)";CF6A32;866
1362397000;188530139;20000;1;0;Засекреченное;"Немного поношенное";19;Обыч.;"Desert Eagle | Заговор (Немного поношенное)";D2D2D2;738
1362443620;0;5000;1;0;"Промышленное качество";Поношенное;19;Обыч.;"Glock-18 | Гремучая смерть (Поношенное)";D2D2D2;1000
